Word,Character Count,value
bearers,7,68
bearing,7,56
bearings,8,75
bears,5,45
beast,5,47
beastie,7,61
beasts,6,66
beat,4,28
beaten,6,47
beater,6,51
beating,7,58
beatings,8,77
beatnik,7,62
beats,5,47
beau,4,29
beaucoup,8,84
beauties,8,82
beautiful,9,97
beautifully,11,134
beauty,6,74
beaver,6,53
beavers,7,72
became,6,29
because,7,56
beck,4,21
beckons,7,69
becks,5,40
become,6,43
becomes,7,62
becoming,8,68
bed,3,11
bedbug,6,41
bedbugs,7,60
bedlam,6,37
bedpan,6,42
bedpans,7,61
bedridden,9,65
bedrock,7,58
bedroom,7,72
bedrooms,8,91
beds,4,30
bedside,7,48
bedspread,9,74
bedtime,7,58
bee,3,12
beech,5,23
beef,4,18
beefcake,8,38
beefed,6,27
beefs,5,37
beefy,5,43
been,4,26
beep,4,28
beeped,6,37
beeper,6,51
beepers,7,70
beeps,5,47
beer,4,30
beers,5,49
beery,5,55
bees,4,31
beeswax,7,79
beetle,6,49
beetles,7,68
beets,5,51
befall,6,38
befitting,9,92
before,6,51
beforehand,10,78
beg,3,14
began,5,29
begat,5,35
begets,6,58
beggar,6,40
beggars,7,59
begged,6,30
begging,7,51
begin,5,37
beginner,8,74
beginning,9,81
beginnings,10,100
begins,6,56
begrudge,8,69
begs,4,33
begun,5,49
behalf,6,34
behave,6,43
behaved,7,47
behaving,8,68
behavior,8,80
behavioral,10,93
behaviour,9,101
beheading,9,55
behind,6,42
behold,6,46
behooves,8,91
beige,5,28
being,5,37
beings,6,56
bel,3,19
belabor,7,55
belated,7,49
beleaguered,11,85
belie,5,33
belief,6,39
beliefs,7,58
believable,10,75
believe,7,60
believed,8,64
believer,8,78
believers,9,97
believes,8,79
believing,9,85
belittle,8,85
belive,6,55
bell,4,31
bellboy,7,73
belle,5,36
bellhops,8,89
bellies,7,64
belligerent,11,109
bellman,7,59
bells,5,50
belly,5,56
bellyaching,11,98
bellybutton,11,148
belong,6,55
belonged,8,64
belonging,9,85
belongings,10,104
belongs,7,74
beloved,7,65
below,5,57
belt,4,39
belted,6,48
belts,5,58
belvedere,9,78
ben,3,21
bench,5,32
benched,7,41
benches,7,56
benching,8,62
bend,4,25
bended,6,34
bender,6,48
bending,7,55
bends,5,44
bendy,5,50
bene,4,26
beneath,7,55
benedict,8,62
benefactor,10,89
benefactors,11,108
beneficial,10,66
benefit,7,61
benefited,9,70
benefits,8,80
benes,5,45
benevolence,11,102
benevolent,10,114
benign,6,51
benjamin,8,68
benjamins,9,87
bennet,6,60
benny,5,60
bent,4,41
benthic,7,61
bequest,7,89
berate,6,51
berating,8,76
bereavement,11,110
bereft,6,56
beret,5,50
berg,4,32
berlin,6,60
berries,7,76
berry,5,68
berserk,7,78
berserker,9,101
bertha,6,54
beryllium,9,117
beseech,7,47
beside,6,44
besides,7,63
besieged,8,56
besmirch,8,77
best,4,46
bested,6,55
bestow,6,84
bestowed,8,93
bestseller,10,117
bet,3,27
beta,4,28
beth,4,35
bethesda,8,64
betray,6,71
betrayal,8,84
betrayals,9,103
betrayed,8,80
betrayer,8,94
betraying,9,101
betrays,7,90
bets,4,46
better,6,70
betting,7,77
between,7,74
beverage,8,65
beware,6,54
bewitched,9,79
bey,3,32
beyond,6,65
bi,2,11
bialy,5,49
bias,4,31
biased,6,40
bib,3,13
bible,5,30
bibles,6,49
biblical,8,50
bibliography,12,124
bicentennial,12,108
bicker,6,48
bickering,9,78
bicuspids,9,102
bicycle,7,59
bicycles,8,78
bid,3,15
bidder,6,42
bidding,7,49
bide,4,20
biding,6,45
bids,4,34
biff,4,23
big,3,18
bigamist,8,80
bigamy,6,57
bigfoot,7,74
bigger,6,48
biggest,7,69
biggie,6,39
bighorn,7,73
bigmouth,8,95
bigness,7,75
bigot,5,53
bigotry,7,96
bijou,5,57
bike,4,27
biker,5,45
bikers,6,64
bikes,5,46
biking,6,52
bikini,6,54
bikinis,7,73
bilateral,9,80
bilge,5,35
bilingual,9,87
bill,4,35
billboard,9,75
billboards,10,94
billiard,8,67
billie,6,49
billing,7,65
billion,7,73
billionaire,11,106
billionaires,12,125
billions,8,92
bills,5,54
billy,5,60
bimbo,5,41
bimbos,6,60
bin,3,25
binary,6,69
bind,4,29
binder,6,52
binding,7,59
binds,5,48
binge,5,37
bingo,5,47
binoculars,10,114
bins,4,44
bio,3,26
biochemist,10,103
biochemistry,12,146
biographical,12,101
biographies,11,109
biography,9,101
biohazard,9,84
biological,10,85
biologically,12,122
biology,7,85
bionic,6,52
biopsy,6,86
bios,4,45
biotech,7,62
bipartisan,10,109
bipolar,7,73
birch,5,40
bird,4,33
birdcage,8,49
birdie,6,47
birdies,7,66
birds,5,52
birdseed,8,66
birth,5,57
birthday,8,87
birthdays,9,106
birthing,8,87
birthmark,9,100
birthplace,10,94
birthright,10,119
births,6,76
biscuit,7,83
biscuits,8,102
bishop,6,69
bishops,7,88
bison,5,59
bisque,6,73
bistro,6,83
bit,3,31
bitch,5,42
bitches,7,66
bitching,8,72
bitchy,6,67
bite,4,36
bites,5,55
biting,6,61
bits,4,50
bitsy,5,75
bitten,6,70
bitter,6,74
bitterness,10,131
bitty,5,76
biz,3,37
bizarre,7,79
blab,4,17
blabbermouth,12,119
blabbing,8,49
black,5,29
blackberry,10,97
blackbird,9,62
blackboard,10,69
blacked,7,38
blacking,8,59
blackjack,9,54
blackmail,9,64
blackmailed,11,73
blackmailer,11,87
blackmailing,12,94
blackness,9,86
blackout,8,85
blackouts,9,104
blacks,6,48
blacksmith,10,98
bladder,7,46
bladders,8,65
blade,5,24
blades,6,43
blah,4,23
blam,4,28
blame,5,33
blamed,6,37
blameless,9,88
blames,6,52
blaming,7,58
bland,5,33
blank,5,40
blanket,7,65
blankets,8,84
blankly,7,77
blanks,6,59
blaring,7,63
blarney,7,77
blasphemous,11,131
blasphemy,9,101
blast,5,54
blasted,7,63
blasters,8,96
blasting,8,84
blatant,7,70
blatantly,9,107
blather,7,66
blathering,10,96
blaze,5,46
blazer,6,64
blazers,7,83
blazes,6,65
blazing,7,71
bleach,6,31
bleached,8,40
bleachers,9,73
bleaching,9,61
bleak,5,31
bled,4,23
bleed,5,28
bleeder,7,51
bleeding,8,58
bleeds,6,47
bleep,5,40
blemish,7,68
blend,5,37
blended,7,46
blender,7,60
blending,8,67
blends,6,56
bless,5,57
blessed,7,66
blessing,8,87
blessings,9,106
blew,4,42
blight,6,58
blimey,6,66
blimp,5,52
blind,5,41
blinded,7,50
blinders,8,83
blindfold,9,78
blindfolded,11,87
blinding,8,71
blindly,7,78
blindness,9,98
blinds,6,60
blindsided,10,82
blink,5,48
blinked,7,57
blinking,8,78
blinks,6,67
blip,4,39
blips,5,58
bliss,5,61
blissful,8,100
blissfully,10,137
blisters,8,104
blithely,8,93
blithering,10,104
blitz,5,69
blizzard,8,98
bloated,7,59
blob,4,31
bloc,4,32
block,5,43
blockade,8,53
blockage,8,56
blockbusters,12,147
blocked,7,52
blockhead,9,61
blocking,8,73
blocks,6,62
bloke,5,45
blokes,6,64
blond,5,47
blonde,6,52
blondes,7,71
blonds,6,66
blood,5,48
blooded,7,57
bloodhound,10,110
bloodied,8,66
bloodless,9,103
bloodline,9,88
bloods,6,67
bloodshed,9,84
bloodshot,9,110
bloodstream,11,124
bloodsucker,11,125
bloodsucking,12,132
bloody,6,73
bloom,5,57
blooming,8,87
blooms,6,76
blossom,7,95
blossomed,9,104
blossoms,8,114
blot,4,49
blotchy,7,85
blotter,7,92
blotto,6,84
blouse,6,74
blow,4,52
blowed,6,61
blower,6,75
blowfish,8,94
blowhard,8,83
blowing,7,82
blowjob,7,79
blowjobs,8,98
blown,5,66
blowout,7,108
blows,5,71
blowtorch,9,116
blowup,6,89
blubber,7,62
blubbering,10,92
bludgeoned,10,89
blue,4,40
bluebells,9,90
blueberries,11,116
blueberry,9,108
bluepoint,9,114
blueprints,10,136
bluer,5,58
blues,5,59
bluest,6,79
bluff,5,47
bluffing,8,77
bluffs,6,66
blume,5,53
blunder,7,76
blundering,10,106
blunders,8,95
blunt,5,69
blur,4,53
blurb,5,55
blurred,7,80
blurry,6,96
blurt,5,73
blurted,7,82
blurting,8,103
blush,5,62
blushing,8,92
bluster,7,97
bo,2,17
boa,3,18
boar,4,36
board,5,40
boarded,7,49
boarder,7,63
boarding,8,70
boardinghouse,13,138
boardroom,9,101
boards,6,59
boardwalk,9,87
boast,5,57
boat,4,38
boathouse,9,106
boating,7,68
boatload,8,70
boatman,7,66
boats,5,57
bob,3,19
bobbin,6,44
bobbing,7,51
bobby,5,46
bobcat,6,43
bod,3,21
bodega,6,34
bodies,6,54
bodily,6,67
body,4,46
bodyguard,9,97
bodyguards,10,116
bogeyman,8,82
boggle,6,48
boggles,7,67
boggling,8,73
bogs,4,43
bogus,5,64
bohemian,8,67
boil,4,38
boiled,6,47
boiler,6,61
boilers,7,80
boiling,7,68
boils,5,57
bold,4,33
bolder,6,56
boldly,6,70
bollocks,8,89
bologna,7,66
bolster,7,91
bolt,4,49
bolted,6,58
bolts,5,68
bomb,4,32
bombarded,9,64
bombarding,10,85
bombed,6,41
bomber,6,55
bombers,7,74
bombing,7,62
bombings,8,81
bombs,5,51
bombshell,9,88
bonbon,6,62
bond,4,35
bondage,7,48
bonded,6,44
bonding,7,65
bonds,5,54
bondsman,8,82
bone,4,36
boned,5,40
bonehead,8,54
boneless,8,91
boner,5,54
boners,6,73
bones,5,55
bonfire,7,69
bong,4,38
bongo,5,53
bongos,6,72
boning,6,61
bonkers,7,84
bonnet,6,70
bonnie,6,59
bonus,5,71
bonuses,7,95
bony,4,56
boo,3,32
boob,4,34
boobies,7,67
boobs,5,53
booby,5,59
booger,6,62
boogey,6,69
boogeyman,9,97
boogie,6,53
book,4,43
bookcase,8,71
booked,6,52
bookends,8,85
booker,6,66
bookie,6,57
booking,7,73
bookish,7,79
bookkeeper,10,103
booklet,7,80
booklets,8,99
bookman,7,71
bookmark,8,86
books,5,62
bookshelf,9,93
bookshelves,11,133
bookstore,9,120
boom,4,45
boombox,7,86
boomer,6,68
boomerang,9,90
boon,4,46
boonies,7,79
boorish,7,86
boost,5,71
boosted,7,80
booster,7,94
boosters,8,113
boosts,6,90
boot,4,52
booted,6,61
booth,5,60
booths,6,79
booties,7,85
bootleg,7,76
boots,5,71
booty,5,77
booze,5,63
boozer,6,81
boozing,7,88
bop,3,33
bora,4,36
bordeaux,8,90
bordello,8,83
border,6,62
bordering,9,92
borderline,10,102
borders,7,81
bore,4,40
bored,5,44
boredom,7,72
boring,6,65
born,4,49
borrow,6,91
borrowed,8,100
borrowing,9,121
bosom,5,64
bosomy,6,89
boss,4,55
bossed,6,64
bosses,6,79
bossing,7,85
bossy,5,80
boston,6,85
bot,3,37
botanical,9,77
botany,6,77
botched,7,57
both,4,45
bother,6,68
bothered,8,77
bothering,9,98
bothers,7,87
bottle,6,74
bottled,7,78
bottles,7,93
bottling,8,99
bottom,6,85
bottomed,8,94
bottomless,10,140
bottoms,7,104
botulism,8,111
bought,6,73
boulder,7,77
boulevard,9,100
bounce,6,60
bounced,7,64
bouncer,7,78
bouncing,8,85
bouncy,6,80
bound,5,56
boundaries,10,108
boundary,8,100
bounds,6,75
bounty,6,97
bouquet,7,101
bouquets,8,120
bourbon,7,87
bourgeois,9,111
bourne,6,75
bout,4,58
boutique,8,110
boutiques,9,129
boutonniere,11,138
bouts,5,77
bow,3,40
bowed,5,49
bowel,5,57
bowels,6,76
bowers,6,82
bowery,6,88
bowing,6,70
bowl,4,52
bowled,6,61
bowler,6,75
bowline,7,80
bowling,7,82
bowls,5,71
bowman,6,68
bows,4,59
box,3,41
boxcar,6,63
boxed,5,50
boxer,5,64
boxers,6,83
boxes,5,65
boxing,6,71
boy,3,42
boycott,7,100
boyfriend,9,98
boyfriends,10,117
boyhood,7,84
boys,4,61
boysenberry,11,148
bozo,4,58
bozos,5,77
bra,3,21
brace,5,29
bracelet,8,66
bracelets,9,85
braces,6,48
bracing,7,54
bracken,7,54
bracket,7,60
brad,4,25
brag,4,28
braggart,8,74
bragged,7,44
bragging,8,65
brags,5,47
braid,5,34
braided,7,43
braiding,8,64
braille,7,59
brain,5,44
brained,7,53
brainiest,9,97
brains,6,63
brainstorm,10,129
brainstorming,13,159
brainwash,9,95
brainwashed,11,104
brainwashing,12,125
brake,5,37
brakes,6,56
bran,4,35
branch,6,46
branched,8,55
branches,8,70
branching,9,76
brand,5,39
brandies,8,72
brandy,6,64
bras,4,40
brash,5,48
brass,5,59
brassiere,9,96
brassieres,10,115
brat,4,41
brats,5,60
bratwurst,9,142
brava,5,44
bravado,7,63
brave,5,48
braved,6,52
bravely,7,85
braver,6,66
bravery,7,91
bravest,7,87
bravo,5,58
brawl,5,56
brays,5,65
brazen,6,66
brazil,6,68
breach,6,37
breached,8,46
bread,5,30
breadth,7,58
break,5,37
breakable,9,57
breakdown,9,93
breakdowns,10,112
breaker,7,60
breakfast,9,83
breaking,8,67
breakout,8,93
breaks,6,56
breakthrough,12,134
breakthroughs,13,153
breakup,7,74
breakups,8,93
breakwater,10,104
breast,6,65
breasted,8,74
breasts,7,84
breath,6,54
breathable,10,74
breathe,7,59
breathed,8,63
breather,8,77
breathes,8,78
breathing,9,84
breathless,10,109
breaths,7,73
breathtaking,12,116
bred,4,29
bree,4,30
breech,6,41
breed,5,34
breeding,8,64
breeds,6,53
breeze,6,61
breezing,8,86
breezy,6,81
bren,4,39
brent,5,59
brethren,8,90
brew,4,48
brewed,6,57
brewer,6,71
brewery,7,96
brewing,7,78
brews,5,67
briar,5,48
bribe,5,36
bribed,6,40
bribery,7,79
bribes,6,55
bribing,7,61
brick,5,43
bricked,7,52
bricks,6,62
bridal,6,46
bride,5,38
bridegroom,10,106
brides,6,57
bridesmaid,10,84
bridesmaids,11,103
bridge,6,45
bridges,7,64
brie,4,34
brief,5,40
briefcase,9,68
briefcases,10,87
briefed,7,49
briefing,8,70
briefings,9,89
briefly,7,77
briefs,6,59
brig,4,36
brigade,7,46
brigadier,9,73
bright,6,64
brighten,8,83
brighter,8,87
brightest,9,108
brightly,8,101
brill,5,53
brilliance,10,85
brilliant,9,97
brilliantly,11,134
brim,4,42
brin,4,43
bring,5,50
bringing,8,80
brings,6,69
brink,5,54
brioche,7,60
bris,4,48
brisket,7,84
briskly,7,96
bristol,7,95
brit,4,49
britches,8,84
britt,5,69
brittle,7,86
bro,3,35
broad,5,40
broadcast,9,83
broadcasting,12,113
broadcasts,10,102
broadening,10,89
broader,7,63
broads,6,59
broccoli,8,77
brochure,8,90
brochures,9,109
brock,5,49
broiled,7,65
broiler,7,79
broke,5,51
broken,6,65
brokenhearted,13,126
broker,6,69
brokerage,9,82
bronchial,9,82
bronco,6,67
bronze,6,80
bronzed,7,84
bronzing,8,105
brooch,6,61
brood,5,54
brooding,8,84
broody,6,79
brook,5,61
brooks,6,80
broom,5,63
brooms,6,82
broomstick,10,125
broomsticks,11,144
bros,4,54
broth,5,63
brothel,7,80
brother,7,86
brotherhood,11,128
brotherly,9,123
brothers,8,105
brought,7,91
brouhaha,8,74
brow,4,58
browbeat,8,86
browbeating,11,116
brown,5,72
brownie,7,86
brownies,8,105
browning,8,102
brownout,8,128
browns,6,91
brownstone,10,145
browse,6,82
browsing,8,107
brr,3,38
bruise,6,74
bruised,7,78
bruises,7,93
bruising,8,99
brumby,6,81
brunch,6,66
brunette,8,105
brunettes,9,124
brunt,5,75
brush,5,68
brushed,7,77
brushes,7,92
brushing,8,98
brutal,6,74
brutality,9,128
brutally,8,111
brute,5,66
bubbies,7,60
bubble,6,44
bubbles,7,63
bubbly,6,64
buck,4,37
buckaroo,8,86
bucket,6,62
buckets,7,81
buckeyes,8,91
buckle,6,54
buckled,7,58
buckling,8,79
bucko,5,52
bucks,5,56
buckshot,8,99
bud,3,27
buddies,7,64
budding,7,61
buddy,5,56
budge,5,39
budget,6,59
budgeted,8,68
budgets,7,78
budging,7,64
buds,4,46
buff,4,35
buffalo,7,63
buffer,6,58
buffet,6,60
buffoon,7,79
buffoons,8,98
buffs,5,54
buffy,5,60
bug,3,30
bugged,6,46
bugger,6,60
buggered,8,69
bugging,7,67
buggy,5,62
bugle,5,47
bugs,4,49
build,5,48
builder,7,71
building,8,78
buildings,9,97
builds,6,67
buildup,7,85
built,5,64
bulb,4,37
bulbous,7,92
bulbs,5,56
bulge,5,47
bulging,7,72
bulimic,7,69
bulk,4,46
bulky,5,71
bull,4,47
bulldog,7,73
bulldoze,8,97
bulldozers,10,134
bullet,6,72
bulletin,8,95
bulletins,9,114
bulletproof,11,142
bullets,7,91
bullheaded,10,74
bullied,7,65
bullies,7,80
bullion,7,85
bullpen,7,82
bulls,5,66
bullshit,8,103
bullshitting,12,153
bully,5,72
bum,3,36
bumble,6,55
bumbling,8,80
bummed,6,58
bummer,6,72
bummers,7,91
bumming,7,79
bump,4,52
bumped,6,61
bumper,6,75
bumping,7,82
bumpkins,8,105
bumps,5,71
bumpy,5,77
bums,4,55
bun,3,37
bunch,5,48
bunches,7,72
bundle,6,58
bundles,7,77
bungalow,8,95
bungalows,9,114
bungee,6,54
bungled,7,65
bunion,6,75
bunions,7,94
bunk,4,48
bunker,6,71
bunking,7,78
bunks,5,67
bunnies,7,84
bunny,5,76
buns,4,56
bunt,4,57
bunting,7,87
bura,4,42
burbs,5,62
burden,6,64
burdened,8,73
burdens,7,83
bureau,6,68
bureaucrat,10,110
bureaucrats,11,129
burgeoning,10,112
burger,6,71
burgers,7,90
burgess,7,91
burglar,7,79
burglaries,10,112
burglary,8,104
burgundy,8,112
burial,6,63
buried,6,59
buries,6,74
burke,5,57
burlap,6,70
burley,6,83
burly,5,78
burn,4,55
burned,6,64
burner,6,78
burning,7,85
burnout,7,111
burns,5,74
burnt,5,75
burp,4,57
burping,7,87
burrito,7,103
burritos,8,122
burro,5,74
burrows,7,116
burst,5,80
bursting,8,110
burton,6,90
bury,4,66
burying,7,96
bus,3,42
busboy,6,84
busboys,7,103
buses,5,66
bush,4,50
bushel,6,67
bushes,6,74
busier,6,74
busiest,7,95
business,8,108
businesses,10,132
businessman,11,136
businessmen,11,140
businesswoman,13,174
businesswomen,13,178
busload,7,74
bussing,7,91
bust,4,62
busted,6,71
buster,6,85
bustier,7,94
busting,7,92
bustle,6,79
bustling,8,104
busts,5,81
busty,5,87
busy,4,67
busybody,8,113
but,3,43
butch,5,54
butcher,7,77
butchered,9,86
butchers,8,96
butler,6,78
butlers,7,97
buts,4,62
butt,4,63
butted,6,72
butter,6,86
butterball,10,113
buttercup,9,126
butterflies,11,137
butterfly,9,129
buttering,9,116
butters,7,105
butterscotch,12,154
buttery,7,111
butting,7,93
buttocks,8,111
button,6,92
buttoned,8,101
buttoning,9,122
buttons,7,111
butts,5,82
buy,3,48
buyer,5,71
buyers,6,90
buying,6,78
buyout,6,104
buys,4,67
buzz,4,75
buzzard,7,98
buzzards,8,117
buzzed,6,84
buzzer,6,98
buzzes,6,99
buzzing,7,105
bwana,5,41
by,2,27
bye,3,32
byes,4,51
bygones,7,87
bylaws,6,82
byline,6,67
bypass,6,82
byproduct,9,124
bystander,9,108
bystanders,10,127
cab,3,6
caballero,9,69
cabaret,7,50
cabbage,7,21
cabdriver,9,82
cabernet,8,68
cabin,5,29
cabinet,7,54
cabinets,8,73
cabins,6,48
cable,5,23
cables,6,42
caboose,7,60
cabs,4,25
cacciatore,10,78
cache,5,20
cachet,6,40
cackle,6,35
cackling,8,60
cacophony,9,100
cactus,6,67
cad,3,8
cadavers,8,73
caddie,6,26
caddy,5,37
cadet,5,33
cadmium,7,64
caesar,6,47
cafe,4,15
cafeteria,9,68
caff,4,16
caffeinated,11,74
caffeine,8,49
cage,4,16
caged,5,20
cages,5,35
cagey,5,41
cahoots,7,81
cain,4,27
cake,4,20
cakes,5,39
cakewalk,8,67
calamitous,10,114
calamity,8,84
calcium,7,62
calculate,9,78
calculated,10,82
calculating,11,103
calculation,11,111
calculations,12,130
calculator,10,106
calculators,11,125
calculus,8,92
calendar,8,58
calendars,9,77
calender,8,62
calf,4,22
caliber,7,50
calibre,7,50
calico,6,43
call,4,28
called,6,37
caller,6,51
callers,7,70
calling,7,58
callous,7,83
calls,5,47
calm,4,29
calmed,6,38
calmer,6,52
calming,7,59
calmly,6,66
calms,5,48
calorie,7,63
calories,8,82
calves,6,62
calzone,7,76
calzones,8,95
cam,3,17
camcorder,9,80
came,4,22
camel,5,34
camels,6,53
camera,6,41
cameraman,9,69
cameras,7,60
camp,4,33
campaign,8,64
campaigned,10,73
campaigning,11,94
campaigns,9,83
camped,6,42
camper,6,56
campers,7,75
campfire,8,71
camping,7,63
campos,6,67
camps,5,52
campus,6,73
campuses,8,97
cams,4,36
camshaft,8,71
can,3,18
canal,5,31
canals,6,50
canape,6,40
canaries,8,70
canary,6,62
canasta,7,59
cancel,6,38
canceled,8,47
canceling,9,68
cancellation,12,109
cancellations,13,128
cancelled,9,59
cancels,7,57
cancer,6,44
cancers,7,63
candid,6,35
candidacy,9,64
candidate,9,61
candidates,10,80
candies,7,55
candle,6,39
candlelight,11,95
candlelit,9,80
candles,7,58
candlestick,11,101
candlesticks,12,120
candor,6,55
candy,5,47
cane,4,23
canine,6,46
canines,7,65
canisters,9,108
cannabis,8,63
canned,6,41
cannery,7,80
cannibal,8,56
cannibals,9,75
cannoli,7,68
cannon,6,61
cannonball,10,88
cannons,7,80
cannot,6,67
canoe,5,38
canoes,6,57
canopy,6,74
cans,4,37
cant,4,38
canteen,7,62
canter,6,61
canton,6,67
canvas,6,60
canvass,7,79
canyon,6,72
canyons,7,91
cap,3,20
capabilities,12,106
capable,7,40
capacity,8,78
cape,4,25
caper,5,43
capital,7,62
capitalism,10,103
capitalist,10,110
capitalists,11,129
capitalize,10,102
capitals,8,81
capitol,7,76
capo,4,35
capote,6,60
capper,6,59
capping,7,66
cappuccino,10,101
caprice,7,55
caps,4,39
capsize,7,79
capsized,8,83
capsule,7,77
capsules,8,96
captain,7,64
captains,8,83
captioning,10,108
captivated,10,101
captivating,11,122
captive,7,76
captives,8,95
captivity,9,125
capture,7,84
captured,8,88
capturing,9,109
car,3,22
caramba,7,39
caramel,7,53
carat,5,43
carats,6,62
carb,4,24
carbo,5,39
carbohydrates,13,139
carbon,6,53
carbs,5,43
carbuncle,9,79
carburetor,10,121
carcass,7,64
carcinogens,11,108
card,4,26
cardboard,9,66
cardiac,7,39
cardigan,8,57
cardinal,8,62
cardinals,9,81
cardiogram,10,89
cardiologist,12,132
cardiology,10,109
cardiovascular,14,147
cards,5,45
care,4,27
cared,5,31
career,6,50
careers,7,69
carefree,8,61
careful,7,66
carefully,9,103
caregiver,9,88
careless,8,82
carelessness,12,139
cares,5,46
caress,6,65
caretaker,9,82
cargo,5,44
caribou,7,69
caring,6,52
caritas,7,71
carjacking,10,77
carl,4,34
carlin,6,57
carmen,6,54
carmine,7,63
carney,6,66
carnie,6,50
carnival,8,80
carnivore,9,105
carnivorous,11,155
carol,5,49
carolers,8,91
caroling,8,79
carolling,9,91
carotid,7,70
carousel,8,94
carp,4,38
carpenter,9,100
carpentry,9,120
carpet,6,63
carpeting,9,93
carpool,7,80
carr,4,40
carriage,8,62
carriages,9,81
carried,7,58
carrier,7,72
carriers,8,91
carries,7,73
carrot,6,75
carrots,7,94
carry,5,65
carrying,8,95
cars,4,41
cart,4,42
carted,6,51
cartel,6,59
cartels,7,78
carter,6,65
cartilage,9,76
carting,7,72
cartographers,13,149
carton,6,71
cartons,7,90
cartoon,7,86
cartoonist,10,134
cartoons,8,105
cartouche,9,94
cartridge,9,85
carts,5,61
carve,5,49
carved,6,53
carvel,6,61
carver,6,67
carvers,7,86
carving,7,74
carvings,8,93
carwash,7,73
casa,4,24
casbah,6,34
cascade,7,36
case,4,28
cased,5,32
caseload,8,60
cases,5,47
cash,4,31
cashed,6,40
cashews,7,78
cashier,7,63
cashing,7,61
cashmere,8,72
casing,6,53
casings,7,72
casino,6,61
casinos,7,80
casitas,7,72
casket,6,59
caskets,7,78
casserole,9,97
cassette,8,92
cassettes,9,111
cast,4,43
caste,5,48
casting,7,73
castle,6,60
castles,7,79
castor,6,76
castrated,9,91
casts,5,62
casual,6,57
casually,8,94
casualties,10,110
casualty,8,102
cat,3,24
cataclysmic,11,109
catalog,7,59
cataloging,10,89
catalogue,9,85
catalyst,8,101
catapult,8,94
cataracts,9,86
catastrophe,11,126
catastrophic,12,133
catatonic,9,86
catch,5,35
catcher,7,58
catchers,8,77
catches,7,59
catching,8,65
catchy,6,60
categorically,13,131
categories,10,102
categorized,11,113
